💞月光宝盒,#genre#
天映经典,http://gxfrg007.8800.org:8282/tsfile/live/1053_1.m3u8
天映经典,http://27.47.71.97:808/hls/62/index.m3u8
天映频道,http://51.79.82.208:16024
RTHK31,http://120.132.122.244:59845/hls/89/index.m3u8
RTHK32,http://120.132.122.244:59845/hls/90/index.m3u8
RTHK33,http://120.132.122.244:59845/hls/91/index.m3u8
金马影院,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
🎈央视直播,#genre#
CCTV1,https://live.v1.mk/api/bestv.php?id=cctv1hd8m/8000000
CCTV2,https://live.v1.mk/api/bestv.php?id=cctv2hd8m/8000000
CCTV3,https://live.v1.mk/api/bestv.php?id=cctv38m/8000000
CCTV4,https://live.v1.mk/api/bestv.php?id=cctv4hd8m/8000000
CCTV5,https://live.v1.mk/api/bestv.php?id=cctv58m/8000000
CCTV5+,https://live.v1.mk/api/bestv.php?id=cctv5phd8m/8000000
CCTV6,https://live.v1.mk/api/bestv.php?id=cctv6hd8m/8000000
CCTV7,https://live.v1.mk/api/bestv.php?id=cctv7hd8m/8000000
CCTV8,https://live.v1.mk/api/bestv.php?id=cctv8hd8m/8000000
CCTV9,https://live.v1.mk/api/bestv.php?id=cctv9hd8m/8000000
CCTV10,https://live.v1.mk/api/bestv.php?id=cctv10hd8m/8000000
CCTV11,https://live.v1.mk/api/bestv.php?id=cctv11hd8m/8000000
CCTV12,https://live.v1.mk/api/bestv.php?id=cctv12hd8m/8000000
CCTV13,https://live.v1.mk/api/bestv.php?id=cctv13xwhd8m/8000000
CCTV14,https://live.v1.mk/api/bestv.php?id=cctvsehd8m/8000000
CCTV15,https://live.v1.mk/api/bestv.php?id=cctv15hd8m/8000000
CCTV16,https://live.v1.mk/api/bestv.php?id=cctv16hd8m/8000000
CCTV17,https://live.v1.mk/api/bestv.php?id=cctv17hd8m/8000000
CCTV1,https://live.v1.mk/api/ghyx.php?id=CCTV1HD_6000
CCTV2,https://live.v1.mk/api/ghyx.php?id=CCTV2HD_6000
CCTV3,https://live.v1.mk/api/ghyx.php?id=CCTV3HD_6000
CCTV4,https://live.v1.mk/api/ghyx.php?id=CCTV4HD_6000
CCTV5,https://live.v1.mk/api/ghyx.php?id=CCTV5HD_6000
CCTV5+,https://live.v1.mk/api/ghyx.php?id=CCTV5plusHD_6000
CCTV6,https://live.v1.mk/api/ghyx.php?id=CCTV6HD_6000
CCTV7,https://live.v1.mk/api/ghyx.php?id=CCTV7HD_6000
CCTV8,https://live.v1.mk/api/ghyx.php?id=CCTV8HD_6000
CCTV9,https://live.v1.mk/api/ghyx.php?id=CCTV9HD_6000
CCTV10,https://live.v1.mk/api/ghyx.php?id=CCTV10HD_6000
CCTV11,https://live.v1.mk/api/ghyx.php?id=CCTV11HD_2000
CCTV12,https://live.v1.mk/api/ghyx.php?id=CCTV12HD_6000
CCTV13,https://live.v1.mk/api/ghyx.php?id=CCTV13HD_2000
CCTV14,https://live.v1.mk/api/ghyx.php?id=CCTV14HD_6000
CCTV15,https://live.v1.mk/api/ghyx.php?id=CCTV15HD_6000
CCTV16,https://live.v1.mk/api/ghyx.php?id=CCTV16HD_6000
CCTV17,https://live.v1.mk/api/ghyx.php?id=CCTV17HD_6000
CCTV1,http://live.cooltv.top/tv/aishang.php?id=cctv1hd
CCTV2,http://live.cooltv.top/tv/aishang.php?id=cctv2hd
CCTV3,http://live.cooltv.top/tv/aishang.php?id=cctv3hd
CCTV4,http://live.cooltv.top/tv/aishang.php?id=cctv4hd
CCTV5,http://live.cooltv.top/tv/aishang.php?id=cctv5hd
CCTV6,http://live.cooltv.top/tv/aishang.php?id=cctv6hd
CCTV7,http://live.cooltv.top/tv/aishang.php?id=cctv7hd
CCTV8,http://live.cooltv.top/tv/aishang.php?id=cctv8hd
CCTV9,http://live.cooltv.top/tv/aishang.php?id=cctv9hd
CCTV10,http://live.cooltv.top/tv/aishang.php?id=cctv10hd
CCTV11,http://live.cooltv.top/tv/aishang.php?id=cctv11hd
CCTV12,http://live.cooltv.top/tv/aishang.php?id=cctv12hd
CCTV13,http://live.cooltv.top/tv/aishang.php?id=cctv13hd
CCTV14,http://live.cooltv.top/tv/aishang.php?id=cctv14hd
CCTV15,http://live.cooltv.top/tv/aishang.php?id=cctv15hd
CCTV16,http://live.cooltv.top/tv/aishang.php?id=cctv16hd
CCTV17,http://live.cooltv.top/tv/aishang.php?id=cctv17hd
生活时尚,http://baidu.live.cqccn.com/__cl/cg:live/__c/shenghuo/__op/default/__f//index.m3u8
百姓健康,http://baidu.live.cqccn.com/__cl/cg:live/__c/jiankangSD/__op/default/__f//index.m3u8
每日影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/mryyHD/__op/default/__f//index.m3u8
幸福剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/xfjcHD/__op/default/__f//index.m3u8
快乐垂钓,http://baidu.live.cqccn.com/__cl/cg:live/__c/klcdHD/__op/default/__f//index.m3u8
第一剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/diyijuchangHD/__op/default/__f//index.m3u8
都市剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/dsjcHD/__op/default/__f//index.m3u8
动漫秀场,http://baidu.live.cqccn.com/__cl/cg:live/__c/dmxcHD/__op/default/__f//index.m3u8
魅力足球,http://baidu.live.cqccn.com/__cl/cg:live/__c/mlzqHD/__op/default/__f//index.m3u8
风云剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyjcHD/__op/default/__f//index.m3u8
求索纪录,http://baidu.live.cqccn.com/__cl/cg:live/__c/qsjlHD/__op/default/__f//index.m3u8
兵器科技,http://baidu.live.cqccn.com/__cl/cg:live/__c/bqkjHD/__op/default/__f//index.m3u8
游戏风云,http://baidu.live.cqccn.com/__cl/cg:live/__c/yxfyHD/__op/default/__f//index.m3u8
幸福娱乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/xfylHD/__op/default/__f//index.m3u8
风尚生活,http://baidu.live.cqccn.com/__cl/cg:live/__c/fsshHD/__op/default/__f//index.m3u8
怀旧剧场,http://baidu.live.cqccn.com/__cl/cg:live/__c/hjjcHD/__op/default/__f//index.m3u8
风云音乐,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyyyHD/__op/default/__f//index.m3u8
央视台球,http://baidu.live.cqccn.com/__cl/cg:live/__c/ystqHD/__op/default/__f//index.m3u8
风云足球,http://baidu.live.cqccn.com/__cl/cg:live/__c/fyzqHD/__op/default/__f//index.m3u8
央视文化精品,http://baidu.live.cqccn.com/__cl/cg:live/__c/yswhHD/__op/default/__f//index.m3u8
高尔夫网球,http://baidu.live.cqccn.com/__cl/cg:live/__c/golfHD/__op/default/__f//index.m3u8
早期教育,http://baidu.live.cqccn.com/__cl/cg:live/__c/zaojiaoHD/__op/default/__f//index.m3u8
CHC高清电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcgqdyHD/__op/default/__f//index.m3u8
CHC家庭影院,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcjtyyHD/__op/default/__f//index.m3u8
CHC动作电影,http://baidu.live.cqccn.com/__cl/cg:live/__c/chcdzdyHD/__op/default/__f//index.m3u8
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
CHC家庭影院,http://111.20.40.170/PLTV/88888893/224/3221226462/index.m3u8
CHC高清电影,http://111.20.40.170/PLTV/88888893/224/3221226463/index.m3u8
CHC动作电影,http://125.40.191.58:9901/tsfile/live/1002_1.m3u8
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8
CHC动作电影,http://111.20.33.93/PLTV/88888893/224/3221226465/index.m3u8
CHC动作电影,http://117.148.179.138/PLTV/88888888/224/3221231580/index.m3u8
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8
CHC动作电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://125.40.191.58:9901/tsfile/live/1001_1.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8
CHC家庭影院,http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
CHC家庭影院,http://gxfrg007.8800.org:8282/tsfile/live/1096_1.m3u8
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
CHC家庭影院,http://117.148.179.151/PLTV/88888888/224/3221231799/index.m3u8
CHC高清电影,http://gxfrg007.8800.org:8282/tsfile/live/1097_1.m3u8
CHC高清电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CHC高清电影,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240325_1/playlist.m3u8?CONTENTID=00000110240325_1
CNC中文,http://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CCTV17,http://wtv.weetai.cn/iptv/2022/tyzb02.php?id=cctv17hd
CNC中文,https://source07.v.news.cn/live/CNC_CN/playlist.m3u8
CETV-1,http://txycetvbl.centv.cn/cetv1/ypd.m3u8
CETV-2,http://txycetvbl.centv.cn/cetv2/2020tsytk.m3u8
CETV-3,http://txycetvbl.centv.cn/cetv3/bjdm.m3u8
CETV-4,http://txycetvbl.centv.cn/cetv4/zjpd.m3u8
ETV1,https://txycsbl.centv.cn/zb/0628cetv1.m3u8
CETV1,http://183.207.255.188/live/program/live/zgjy1ott/1300000/mnf.m3u8
CNC,http://39.135.138.59:18890/PLTV/88888910/224/3221225694/index.m3u8
纪实人文,http://183.207.255.188/live/program/live/jspdhd/4000000/mnf.m3u8?zshangd
纪实人文,http://nsszds.f3322.net:808/hls/56/index.m3u8
🎈卫视直播,#genre#
安徽卫视,http://121.51.249.45/live1.ahtv.cn/ahws/hd/live.m3u8
江苏卫视,https://live.v1.mk/api/bestv.php?id=jswshd8m/8000000
广西卫视,https://live.v1.mk/api/bestv.php?id=gxwshd8m/8000000
四川卫视,https://live.v1.mk/api/bestv.php?id=scwshd/8000000
湖南卫视,https://live.v1.mk/api/bestv.php?id=hunanwshd8m/8000000
浙江卫视,https://live.v1.mk/api/bestv.php?id=zjwshd8m/8000000
东方卫视,https://live.v1.mk/api/bestv.php?id=dfwshd8m/8000000
北京卫视,https://live.v1.mk/api/bestv.php?id=bjwshd8m/8000000
天津卫视,https://live.v1.mk/api/bestv.php?id=tjwshd8m/8000000
辽宁卫视,https://live.v1.mk/api/bestv.php?id=lnwshd8m/8000000
安徽卫视,https://live.v1.mk/api/bestv.php?id=ahwshd8m/8000000
黑龙江卫视,https://live.v1.mk/api/bestv.php?id=hljwshd8m/8000000
广东卫视,https://live.v1.mk/api/bestv.php?id=gdwshd8m/8000000
深圳卫视,https://live.v1.mk/api/bestv.php?id=szwshd8m/8000000
河北卫视,https://live.v1.mk/api/ghyx.php?id=HeBeiHD_6000
江西卫视,https://live.v1.mk/api/ghyx.php?id=JiangXiHD_6000
天津卫视,https://live.v1.mk/api/ghyx.php?id=TianJinHD_6000
重庆卫视,https://live.v1.mk/api/ghyx.php?id=ChongQingHD_6000
黑龙江卫视,https://live.v1.mk/api/ghyx.php?id=HeiLongJiangHD_6000
吉林卫视,https://live.v1.mk/api/ghyx.php?id=JiLinWeiShiHD_6000
海南卫视,https://live.v1.mk/api/ghyx.php?id=LvYouWeiShiHD_6000
星空卫视台,http://159.75.85.63:8765/telegram@feiyangdigital-xingkong.m3u8
CHANNELV 内置解码,http://jydx.jdshipin.com:8081/hls/88/index.m3u8$内置解码
天映頻道,http://210.210.155.37/dr9445/h/h14/index.m3u8
天映頻道,http://210.210.155.35:80/dr9445/h/h14/02.m3u8
翡翠台,http://159.75.85.63:8765/telegram@feiyangdigital-feicui.m3u8 
翡翠台,http://2022.stream-link.org/playlist/tvb_jade
翡翠台,http://23.237.10.66:16106
翡翠台,http://2023.stream-link.org/playlist/tvb_jade
翡翠台,http://r.jdshipin.com/62WM7
翡翠台,http://jydx.jdshipin.com:8081/hls/67/index.m3u8
翡翠台,http://23.237.10.66:16106
翡翠台,http://23.237.10.66:16106
华丽台,http://23.237.10.66:16410
华丽台,http://2022.stream-link.org/playlist/astro_jade
华丽台,http://23.237.10.66:16410
华丽台,http://23.237.10.66:16410
明珠台,http://159.75.85.63:8765/telegram@feiyangdigital-mingzhu.m3u8
J2,http://137.175.36.206:8188/j2_twn/playlist.m3u8?tid=m22905da1d346&ct=18336&tsum=3b4998c4f5367bb820165f66b0caab0e
TV8,http://137.175.36.206:8188/TV8/playlist.m3u8?tid=MDFD8437455184374551&ct=19225&tsum=ea08ca3d3651a75f499af2fc429eee35
TV8,http://2022.stream-link.org/playlist/8tv
TVB星河,http://jydx.jdshipin.com:8081/hls/135/index.m3u8
TVB星河,http://119.140.58.216:9901/hls/12/index.m3u8
TVB星河,http://27.47.71.135:8811/hls/35/index.m3u8
TVB星河,http://27.47.71.136:8811/hls/35/index.m3u8
TVB星河,http://27.47.71.153:8811/hls/35/index.m3u8
TVB星河,http://27.47.71.171:8811/hls/35/index.m3u8
TVB星河,http://27.47.71.177:8811/hls/35/index.m3u8
TVB星河,http://27.47.71.174:8811/hls/35/index.m3u8
JET綜合,http://137.175.36.206:8188/jettv_japan/playlist.m3u8?tid=MA7A4202687942026879&ct=19225&tsum=e84bc4851b9d6f6a18282c1efcb6ed1d
台视,http://23.237.10.66:16344
台视,http://2023.stream-link.org/playlist/ttv
台视,http://2023.stream-link.org/playlist/ttv
台视,http://137.175.36.206:8188/ttv_taiwan/playlist.m3u8?tid=MDCD7498841774988417&ct=19226&tsum=205fa69ca9e6c04cfa0ed0b301647d1e
台视,http://137.175.36.206:8188/ttv_taiwan/playlist.m3u8?tid=mdea1ba75c9e516139101&ct=17874&tsum=95f1742d36f959fe6e241587a4f8e970
台视,http://107.151.203.111:2209/135/us50.php?id=tsk
中视,http://www.336699.live:1935/blockfour/4gtv-4gtv040.stream/playlist.m3u8
中视,http://www.336699.live:1935/blockfour/4gtv-4gtv040.stream/.m3u8
中视,http://www.336699.live:1935/blockfour/4gtv-4gtv040.stream/playlist.m3u8
华视,http://www.336699.live:1935/blockfour/4gtv-4gtv041.stream/playlist.m3u8
华视,http://2023.stream-link.org/playlist/cts_zy
华视,http://www.336699.live:1935/blockfour/4gtv-4gtv041.stream/playlist.m3u8
民视,http://www.336699.live:1935/blockfour/4gtv-4gtv002.stream/playlist.m3u8
民视,http://23.237.10.66:16334
民视,http://107.151.203.111:2209/135/us50.php?id=msk
民视,http://137.175.36.206:8188/ftvhd_taiwan/playlist.m3u8?tid=15141291&ct=17990&tsum=ab93fcdf581cc3f483e1ceede13312ce
民视,http://www.336699.live:1935/blockfour/4gtv-4gtv002.stream/playlist.m3u8
中视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv074.stream/playlist.m3u8
中视新闻,http://2023.stream-link.org/playlist/ctv_news
中視經典,http://137.175.36.206:8188/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中視經典,http://137.175.36.206:8188/zhongshi_twn/playlist.m3u8?tid=mffe9aaf8765f&ct=18335&tsum=bcdd7a2ce4a5498b1449cb26a01150c0
中视新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=8
台视新闻,http://2023.stream-link.org/playlist/ttv_news
台视新闻,http://38.64.72.148/hls/modn/list/4013/playlist.m3u8
台视新闻,http://38.64.72.148:80/hls/modn/list/4013/chunklist0.m3u8?blog.ntnas.top
民视新闻,http://123.51.230.108:18663/.m3u8
民视新闻,http://www.336699.live:1935/blockfour/litv-ftv13.stream/playlist.m3u8
民视新闻,http://2023.stream-link.org/playlist/ftv_news
民视新闻,http://38.64.72.148/hls/modn/list/4012/playlist.m3u8
民视新闻,https://pull-l3-cny.douyincdn.com/live/304b8e04a437299311112b7f4902c9dd.m3u8
华视新闻,http://2023.stream-link.org/playlist/cts_news
华视新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv052.stream/playlist.m3u8
中天新闻,http://pull-l3-cny.douyincdn.com/third/stream-7898d38d54c60879ba96a1fa42edbd53.m3u8
中天新闻,http://www.336699.live:1935/blockfour/4gtv-4gtv009.stream/playlist.m3u8
中天新闻,http://2023.stream-link.org/playlist/cti_news
中天新闻,http://158.101.151.82:9000/jmsytb.m3u8?c=05
中天亞洲台,http://137.175.36.206:8188/ctiasia_twn/playlist.m3u8?tid=mfc2c5bc6c101&ct=18335&tsum=d074a602fcd98718afeb8fc9a18fa964
寰宇新闻台,http://2023.stream-link.org/playlist/global_tw
寰宇新闻台,http://www.yshmzmc.top/gtjm.php?id=live1222
寰宇新闻台,http://2022.stream-link.org/playlist/global_tw
寰宇新闻台,http://158.101.151.82:9000/jmsytb.m3u8?c=14
寰宇新闻台,http://pull-l3-cny.douyincdn.com/third/stream-a9e3982a798d13ba350075af6cff4119.m3u8
TVBS HD,http://2023.stream-link.org/playlist/tvbs
TVBS HD,http://www.336699.live:1935/blockfour/4gtv-4gtv073.stream/playlist.m3u8
TVBS HD,http://137.175.36.206:8188/tvbs/playlist.m3u8?tid=MF8F6036660760366607&ct=19225&tsum=28b93d22eed82973d85656ff0a6978c5
TVBS HD,http://137.175.36.206:8188/tvbs/playlist.m3u8?tid=MDED5111960351119603&ct=19226&tsum=49931e2d3885c468d56ffae2c2db9e6e
TVBS歡樂台HD,http://137.175.36.206:8188/tvbshuanle_twn/playlist.m3u8?ct=19193&tid=MC8C2318787923187879&tsum=394d2b9af3df7846e2cdc60d69dd4219
TVBS歡樂台HD,http://137.175.36.206:8188/tvbshuanle_twn/playlist.m3u8?tid=MA9A4111409641114096&ct=19225&tsum=600f3056bba6413dec3155efd19e2d20
TVBS歡樂台HD,http://www.336699.live:1935/blockfour/4gtv-4gtv068.stream/playlist.m3u8
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
TVBS新闻,http://137.175.36.206:8188/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS新闻,http://www.336699.live:1935/blocksix/4gtv-live072.stream/chunklist.m3u8
TVBS新闻,http://line.premiumpowers.net:80/Manuel/1234567/941622
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
TVBS新闻,http://pull-l3-cny.douyincdn.com/third/stream-e6b6ef594c30eb3f3de0fa4ba0ce86e6.m3u8
TVBS新闻,http://line.premiumpowers.net:80/Manuel/1234567/941622
TVBS亚洲台,http://line.premiumpowers.net:80/Manuel/1234567/941621
TVBS亚洲台,http://38.64.72.148/hls/modn/list/4005/playlist.m3u8
TVBS亚洲台,http://pull-l3-cny.douyincdn.com/third/stream-9f6ea8b662a55d5fa562ebaeb2880bfc.m3u8
非凡新聞,http://137.175.36.206:8188/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
非凡新聞,http://137.175.36.206:8188/feifannews_twn/playlist.m3u8?tid=ME3E6962233269622332&ct=19225&tsum=eea4d84db71e12ba91bfcf328f4dec9d
年代新聞,http://137.175.36.206:8188/niandainews_twn/playlist.m3u8?tid=m062d2322888417909285&ct=17874&tsum=da6e0908f8df0e85b37f9d93167b9fcd
三立LIVE,http://2023.stream-link.org/playlist/set_news
